imdb_id,title,year,rated,released,runtime,genre,director,writer,actors,language,country,imdb_rating,type
tt2193021,Arrow,2012–2020,TV-14,10 Oct 2012,42 min,"Action, Adventure, Crime",,"Greg Berlanti, Marc Guggenheim, Andrew Kreisberg","Stephen Amell, Katie Cassidy, David Ramsey","English, Greek, Arabic, Russian, Chinese, Spanish, Japanese",United States,7.5,series
tt2085059,Black Mirror,2011–,TV-MA,04 Dec 2011,60 min,"Drama, Sci-Fi, Thriller",,Charlie Brooker,"Daniel Lapaine, Hannah John-Kamen, Michaela Coel",English,United Kingdom,8.8,series
tt2632424,The Originals,2013–2018,TV-14,03 Oct 2013,45 min,"Drama, Fantasy, Horror",,Julie Plec,"Joseph Morgan, Daniel Gillies, Claire Holt",English,United States,8.2,series
tt2661044,The 100,2014–2020,TV-14,19 Mar 2014,43 min,"Drama, Mystery, Sci-Fi",,Jason Rothenberg,"Eliza Taylor, Bob Morley, Marie Avgeropoulos","English, Mandarin, French, Spanish","United States, Canada",7.6,series
tt13056038,Masha And The Bear: Masha's Songs,2020,,27 Aug 2020,,,,,,,,5.3,movie
tt2707408,Narcos,2015–2017,TV-MA,28 Aug 2015,49 min,"Biography, Crime, Drama",,"Carlo Bernard, Chris Brancato, Doug Miro","Pedro Pascal, Lizbeth Eden, Wagner Moura","English, Spanish","United States, Colombia, Mexico",8.8,series
tt3107288,The Flash,2014–,TV-PG,07 Oct 2014,43 min,"Action, Adventure, Drama",,"Greg Berlanti, Geoff Johns, Andrew Kreisberg","Grant Gustin, Candice Patton, Danielle Panabaker",English,United States,7.6,series
tt0216199,The Seven Deadly Sins,1999,X,01 May 1999,105 min,Adult,Tom Elliot,"Tom Elliot (story), Eugenie Brown (screenplay)","Janine Lindemulder, Julia Ann, Candy Hill, Steve Taylor",English,United States,7.0,movie
tt0117571,Scream,1996,R,20 Dec 1996,111 min,"Horror, Mystery",Wes Craven,Kevin Williamson,"Neve Campbell, Courteney Cox, David Arquette",English,United States,7.3,movie
tt4769836,The Do-Over,2016,TV-MA,27 May 2016,108 min,"Action, Adventure, Comedy",Steven Brill,"Kevin Barnett, Chris Pappas","Adam Sandler, David Spade, Paula Patton",English,United States,5.7,movie
tt1734135,Trollhunters,2016–2018,TV-Y7,23 Dec 2016,23 min,"Animation, Action, Adventure",,Guillermo del Toro,"Charlie Saxton, Lexi Medrano, Anton Yelchin",English,"United States, Mexico",8.4,series
tt0106881,Fearless,1993,R,05 Nov 1993,122 min,"Drama, Thriller",Peter Weir,Rafael Yglesias,"Jeff Bridges, Isabella Rossellini, Rosie Perez",English,United States,7.1,movie
tt4034452,Hyena Road,2015,R,09 Oct 2015,120 min,"Action, Drama, War",Paul Gross,Paul Gross,"Rossif Sutherland, Allan Hawco, David Richmond-Peck",English,Canada,6.5,movie
tt5580540,Santa Clarita Diet,2017–2019,TV-MA,03 Feb 2017,30 min,"Comedy, Horror",,Victor Fresco,"Drew Barrymore, Timothy Olyphant, Liv Hewson",English,United States,7.8,series
tt4129870,White Girl,2016,Not Rated,01 Dec 2016,88 min,"Crime, Drama",Elizabeth Wood,Elizabeth Wood,"Morgan Saylor, Brian Marc, Justin Bartha",English,United States,5.7,movie
tt5706996,Girlboss,2017,TV-MA,21 Apr 2017,26 min,Comedy,,Kay Cannon,"Britt Robertson, Ellie Reed, Johnny Simmons",English,United States,7.0,series
tt1837492,13 Reasons Why,2017–2020,TV-MA,31 Mar 2017,60 min,"Drama, Mystery, Thriller",,Brian Yorkey,"Dylan Minnette, Katherine Langford, Christian Navarro",English,United States,7.6,series
tt2582576,Sand Castle,2017,TV-MA,21 Apr 2017,113 min,"Action, Drama, War",Fernando Coimbra,Chris Roessner,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill","English, Arabic",United States,6.3,movie
tt6959668,Salvador Martinha: Tip of the Tongue,2016,,,65 min,Comedy,Vasco Vilarinho,,Salvador Martinha,Portuguese,Portugal,5.8,movie
tt5893332,Sandy Wexler,2017,TV-14,14 Apr 2017,130 min,Comedy,Steven Brill,"Dan Bulla, Paul Sado, Adam Sandler","Adam Sandler, Jennifer Hudson, Kevin James",English,United States,5.2,movie
tt0126805,Back and Forth,1969,,21 May 1969,52 min,Documentary,Michael Snow,,"Allan Kaprow, Emmett Williams, Max Neuhaus, Joyce Wieland",English,Canada,6.4,movie
tt6289070,Happily Married,2016,,01 Dec 2016,15 min,"Short, Thriller","Jake Bevill, Josh Rabalais(co-director)","Jake Bevill, Josh Rabalais, Josh Rabalais (story)","Patrick Kerstens, Conner Morgan, Katie Morgan, Madelyn Morneault",English,United States,,movie
tt10207090,Pandora,2019–,TV-PG,16 Jul 2019,42 min,"Action, Drama, Sci-Fi",,Mark A. Altman,"Priscilla Quintana, Oliver Dench, Ben Radcliffe",English,United States,4.2,series
tt1225901,90210,2008–2013,TV-14,02 Sep 2008,60 min,"Comedy, Drama, Romance",,"Darren Star, Jeff Judah, Gabe Sachs","Shenae Grimes-Beech, Tristan Mack Wilds, AnnaLynne McCord",English,United States,6.1,series
tt0397442,Gossip Girl,2007–2012,TV-14,19 Sep 2007,42 min,"Drama, Romance",,"Stephanie Savage, Josh Schwartz","Blake Lively, Leighton Meester, Penn Badgley",English,United States,7.4,series
